
    PO_StorageStatus(iTime,iStorageStatus) := data table 
                       Generation      Charge   Discharge
'2015-07-04 14:55:00'    9.447e+002    2.660e+003    5.273e+002              
'2015-07-04 15:00:00'    9.300e+002    2.635e+003    5.172e+002              
'2015-07-04 15:05:00'    9.471e+002    2.507e+003    6.830e+002              
'2015-07-04 15:10:00'    9.097e+002    2.555e+003    5.844e+002              
'2015-07-04 15:15:00'    8.539e+002    2.585e+003    7.712e+002              
'2015-07-04 15:20:00'    8.959e+002    2.609e+003    6.122e+002              
'2015-07-04 15:25:00'    8.441e+002    2.511e+003    7.250e+002              
'2015-07-04 15:30:00'    8.443e+002    2.572e+003    6.397e+002              
'2015-07-04 15:35:00'    8.562e+002    2.490e+003    6.920e+002              
'2015-07-04 15:40:00'    8.103e+002    2.450e+003    8.546e+002              
'2015-07-04 15:45:00'    8.085e+002    2.530e+003    7.777e+002              
'2015-07-04 15:50:00'    7.793e+002    2.416e+003    7.677e+002              
'2015-07-04 15:55:00'    7.937e+002    2.361e+003    9.207e+002              
'2015-07-04 16:00:00'    7.680e+002    2.403e+003    8.642e+002              
'2015-07-04 16:05:00'    7.548e+002    2.362e+003    9.147e+002              
'2015-07-04 16:10:00'    7.909e+002    2.236e+003    1.051e+003              
'2015-07-04 16:15:00'    7.939e+002    2.240e+003    1.034e+003              
'2015-07-04 16:20:00'    8.346e+002    2.134e+003    1.093e+003              
'2015-07-04 16:25:00'    8.152e+002    2.066e+003    1.236e+003              
'2015-07-04 16:30:00'    8.169e+002    1.996e+003    1.126e+003              
'2015-07-04 16:35:00'    8.601e+002    1.966e+003    1.228e+003              
'2015-07-04 16:40:00'    8.961e+002    1.835e+003    1.386e+003              
'2015-07-04 16:45:00'    8.832e+002    1.827e+003    1.368e+003              
'2015-07-04 16:50:00'    9.086e+002    1.705e+003    1.530e+003              
'2015-07-04 16:55:00'    9.272e+002    1.706e+003    1.389e+003              
'2015-07-04 17:00:00'    9.400e+002    1.593e+003    1.645e+003              
'2015-07-04 17:05:00'    1.055e+003    1.507e+003    1.722e+003              
'2015-07-04 17:10:00'    1.162e+003    1.444e+003    1.554e+003              
'2015-07-04 17:15:00'    1.159e+003    1.396e+003    1.635e+003              
'2015-07-04 17:20:00'    1.253e+003    1.353e+003    1.646e+003              
'2015-07-04 17:25:00'    1.361e+003    1.269e+003    1.687e+003              
'2015-07-04 17:30:00'    1.432e+003    1.180e+003    1.617e+003              
'2015-07-04 17:35:00'    1.514e+003    1.148e+003    1.544e+003              
'2015-07-04 17:40:00'    1.689e+003    1.086e+003    1.528e+003              
'2015-07-04 17:45:00'    1.674e+003    1.009e+003    1.619e+003              
'2015-07-04 17:50:00'    1.695e+003    9.417e+002    1.641e+003              
'2015-07-04 17:55:00'    1.838e+003    9.178e+002    1.674e+003              
'2015-07-04 18:00:00'    1.904e+003    8.275e+002    1.635e+003              
'2015-07-04 18:05:00'    1.903e+003    7.723e+002    1.747e+003              
'2015-07-04 18:10:00'    1.791e+003    7.592e+002    1.797e+003              
'2015-07-04 18:15:00'    1.819e+003    6.906e+002    1.974e+003              
'2015-07-04 18:20:00'    1.780e+003    6.205e+002    2.052e+003              
'2015-07-04 18:25:00'    1.735e+003    5.943e+002    2.082e+003              
'2015-07-04 18:30:00'    1.697e+003    5.397e+002    2.383e+003              
'2015-07-04 18:35:00'    1.659e+003    4.782e+002    2.369e+003              
'2015-07-04 18:40:00'    1.636e+003    4.701e+002    2.497e+003              
'2015-07-04 18:45:00'    1.651e+003    4.063e+002    2.699e+003              
'2015-07-04 18:50:00'    1.593e+003    3.751e+002    2.804e+003              
'2015-07-04 18:55:00'    1.521e+003    3.219e+002    2.861e+003              
'2015-07-04 19:00:00'    1.476e+003    2.675e+002    3.003e+003              
'2015-07-04 19:05:00'    1.525e+003    2.527e+002    3.055e+003              
'2015-07-04 19:10:00'    1.538e+003    2.254e+002    2.929e+003              
'2015-07-04 19:15:00'    1.587e+003    1.996e+002    2.992e+003              
'2015-07-04 19:20:00'    1.641e+003    1.791e+002    2.818e+003              
'2015-07-04 19:25:00'    1.665e+003    1.639e+002    2.980e+003              
'2015-07-04 19:30:00'    1.660e+003    1.410e+002    2.884e+003              
'2015-07-04 19:35:00'    1.683e+003    1.211e+002    2.866e+003              
'2015-07-04 19:40:00'    1.767e+003    1.041e+002    2.689e+003              
'2015-07-04 19:45:00'    1.811e+003    7.510e+001    2.650e+003              
'2015-07-04 19:50:00'    1.782e+003    5.951e+001    2.736e+003              
'2015-07-04 19:55:00'    1.803e+003    3.610e+001    2.769e+003              
'2015-07-04 20:00:00'    1.886e+003    1.500e+001    2.703e+003              
'2015-07-04 20:05:00'    1.957e+003    1.398e+001    2.674e+003              
'2015-07-04 20:10:00'    2.006e+003    1.240e+001    2.693e+003              
'2015-07-04 20:15:00'    2.087e+003    1.245e+001    2.411e+003              
'2015-07-04 20:20:00'    2.172e+003    9.825e+000    2.524e+003              
'2015-07-04 20:25:00'    2.221e+003    8.728e+000    2.423e+003              
'2015-07-04 20:30:00'    2.289e+003    7.540e+000    2.238e+003              
'2015-07-04 20:35:00'    2.310e+003    6.151e+000    2.122e+003              
'2015-07-04 20:40:00'    2.380e+003    5.288e+000    2.068e+003              
'2015-07-04 20:45:00'    2.343e+003    3.589e+000    2.201e+003              
'2015-07-04 20:50:00'    2.484e+003    2.468e+000    1.907e+003              
'2015-07-04 20:55:00'    2.530e+003    1.242e+000    2.083e+003              
'2015-07-04 21:00:00'    2.626e+003                  1.883e+003              
'2015-07-04 21:05:00'    2.585e+003                  2.059e+003              
'2015-07-04 21:10:00'    2.617e+003                  1.852e+003              
'2015-07-04 21:15:00'    2.597e+003                  1.797e+003              
'2015-07-04 21:20:00'    2.536e+003                  1.903e+003              
'2015-07-04 21:25:00'    2.646e+003                  1.692e+003              
'2015-07-04 21:30:00'    2.606e+003                  1.779e+003              
'2015-07-04 21:35:00'    2.607e+003                  1.700e+003              
'2015-07-04 21:40:00'    2.681e+003                  1.637e+003              
'2015-07-04 21:45:00'    2.552e+003                  1.831e+003              
'2015-07-04 21:50:00'    2.447e+003                  1.926e+003              
'2015-07-04 21:55:00'    2.582e+003                  1.650e+003              
'2015-07-04 22:00:00'    2.566e+003                  1.706e+003              
'2015-07-04 22:05:00'    2.578e+003                  1.729e+003              
'2015-07-04 22:10:00'    2.529e+003                  1.752e+003              
'2015-07-04 22:15:00'    2.703e+003                  1.450e+003              
'2015-07-04 22:20:00'    2.710e+003                  1.413e+003              
'2015-07-04 22:25:00'    2.738e+003                  1.365e+003              
'2015-07-04 22:30:00'    2.741e+003                  1.529e+003              
'2015-07-04 22:35:00'    2.791e+003                  1.322e+003              
'2015-07-04 22:40:00'    2.986e+003                  1.168e+003              
'2015-07-04 22:45:00'    2.971e+003                  1.146e+003              
'2015-07-04 22:50:00'    2.950e+003                  1.174e+003              
'2015-07-04 22:55:00'    3.081e+003                  9.107e+002              
'2015-07-04 23:00:00'    2.998e+003                  1.037e+003              
'2015-07-04 23:05:00'    2.942e+003                  8.580e+002              
'2015-07-04 23:10:00'    2.935e+003                  1.004e+003              
'2015-07-04 23:15:00'    2.919e+003                  8.794e+002              
'2015-07-04 23:20:00'    3.144e+003                  8.101e+002              
'2015-07-04 23:25:00'    3.046e+003                  8.905e+002              
'2015-07-04 23:30:00'    2.989e+003                  8.751e+002              
'2015-07-04 23:35:00'    3.023e+003                  7.793e+002              
'2015-07-04 23:40:00'    3.200e+003                  5.267e+002              
'2015-07-04 23:45:00'    3.101e+003                  6.725e+002              
'2015-07-04 23:50:00'    3.146e+003                  4.615e+002              
'2015-07-04 23:55:00'    3.192e+003                  4.095e+002              
'2015-07-05 00:00:00'    3.208e+003                  2.596e+002              
'2015-07-05 00:05:00'    3.087e+003                  4.046e+002              
'2015-07-05 00:10:00'    3.231e+003                  1.750e+002              
'2015-07-05 00:15:00'    3.188e+003                  2.547e+002              
'2015-07-05 00:20:00'    3.293e+003                  2.526e+002              
'2015-07-05 00:25:00'    3.316e+003                  7.301e+001              
'2015-07-05 00:30:00'    3.272e+003                  1.500e+001              
'2015-07-05 00:35:00'    3.404e+003                  3.669e+001              
'2015-07-05 00:40:00'    3.306e+003                  5.903e+001              
'2015-07-05 00:45:00'    3.291e+003                                          
'2015-07-05 00:50:00'    3.434e+003                                          
'2015-07-05 00:55:00'    3.348e+003                  7.473e+001              
'2015-07-05 01:00:00'    3.392e+003                                          
'2015-07-05 01:05:00'    3.260e+003                  9.446e+001              
'2015-07-05 01:10:00'    3.381e+003                                          
'2015-07-05 01:15:00'    3.312e+003                                          
